,label,별점,참여,N_clicks,finish,pieces,episode,omnibus,story,daily,comic,fantasy,action,drama,pure,sensibility,thrill,historical,sports,영화,드라마,도서
442,1인용 기분,9.971666667,11284.20833,0.996763754,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446,2인용 인간,9.9,19053.75,0.98381877,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
448,35cm,9.67375,24421,0.953074434,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
450,5kg을 위하여,9.919285714,22073.64286,0.987055016,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
454,Doll 체인지,9.97328125,16227.60938,0.996763754,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
456,MZ-레이징 인페르노,9.89,8214,0.985436893,0,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
458,ㄹㅇ 관종,9.498,19368.6,0.877022654,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
460,가담항설,9.986587302,23262.04762,1,0,7,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
462,가우스전자 시즌3~4,9.974462659,8608.362477,0.996763754,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
470,간 떨어지는 동거,9.985555556,36245.75556,0.998381877,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
472,간질간질,9.520909091,8259.30303,0.851132686,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
474,갓 오브 하이스쿨,9.832295082,34405.90164,0.974110032,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
476,강변살다,9.863888889,20353.38272,0.980582524,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
478,개를 낳았다,9.95,22863,0.995145631,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
480,걸어서 30분,9.983947368,37827,0.998381877,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
482,격기 3반,9.232352941,8863.852941,0.826860841,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
484,결계녀,9.95,19630.75573,0.991909385,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
486,고류 진,9.943333333,16531.5,0.990291262,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
488,고수,9.972043796,45589.18248,0.996763754,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
490,골든 체인지,9.9825,16747.60227,0.998381877,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
492,공대생 너무만화,9.975140187,8529.214953,0.996763754,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
494,공복의 저녁식사,9.839161677,36675.36527,0.974110032,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
496,구구까까,9.945052632,32645.72632,0.990291262,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
498,귀각시,9.9728,27362.02,0.996763754,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
500,귀도호가록,9.967259259,6749.481481,0.996763754,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
502,그랜드 배틀 토너먼트,7.43,9065.666667,0.637540453,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
504,금수저,9.937904762,29887.8,0.990291262,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
506,기기괴괴,9.925327511,37617.93886,0.988673139,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
508,꽃 피는 날,9.940869565,16427.52174,0.990291262,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,꿈의 기업,9.972962963,9638.716049,0.996763754,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
512,나노리스트,9.979834711,35541.1405,0.998381877,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
514,나의 짝사랑 고백법,9.732222222,11947.66667,0.944983819,0,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
516,나이트런,9.942093023,9019.639535,0.991909385,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
518,내일,9.9825,19240.42857,0.998381877,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
520,냐한남자,9.97,26193.46154,0.995145631,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
522,노곤하개,9.984038462,15594.34615,0.998381877,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
526,노블레스,9.709202335,39434.96887,0.957928803,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
528,놓지마 정신줄 시즌2,9.950876289,7932.072165,0.993527508,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
532,니편내편,9.923225806,22370.54839,0.987055016,0,9,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
534,다이스(DICE),9.705406504,28270.4065,0.935275081,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
536,대가리,9.941696429,13531.98214,0.991909385,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
538,대학일기,9.968862559,35244.27962,0.996763754,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
542,더 게이머,8.479166667,20794.28947,0.762135922,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
544,덴마,9.644073442,12814.3655,0.94012945,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
550,도망자,9.9164,7804.066667,0.987055016,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
552,랜덤채팅의 그녀!,9.942,25809.83333,0.991909385,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
554,마법스크롤상인 지오,9.969006623,6460.211921,0.996763754,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
556,마왕이 되는 중2야,9.963,16108.03333,0.993527508,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
558,마음의소리,9.876663755,34582.04454,0.977346278,0,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
560,마이너스의 손,9.96,14896.2967,0.995145631,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
562,만 화 고,6.357083333,10291.58333,0.383495146,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
564,몽홀,9.947083333,7090.845238,0.995145631,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
566,문래빗,9.8825,9307.25,0.980582524,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
568,미시령,9.943962264,16257.54717,0.993527508,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
570,바른연애 길잡이,9.980769231,29284.61538,0.996763754,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
572,반투명인간,9.914,11797.2,0.985436893,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
574,방백남녀,9.846818182,8766.409091,0.966019417,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
576,백귀야행지,9.888757062,5826.299435,0.98381877,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
578,뱀이 앉은 자리,9.9725,15539.46667,0.996763754,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
580,복학왕,9.555,39224.9802,0.898058252,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
582,부로콜리왕자,9.926666667,21721,0.988673139,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
584,부활남,9.933,25500.01,0.987055016,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
586,불괴,9.718,9685.6,0.953074434,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,뷰티풀 군바리,9.833113772,29988.47305,0.972491909,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
590,비질란테,9.978571429,22719.42857,0.998381877,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
592,빙탕후루,9.9805,18925.15,0.998381877,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
594,삼국지톡,9.954444444,11485.77778,0.993527508,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
598,서북의 저승사자,9.976308725,13375.95302,0.998381877,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
600,성공한 덕후,9.802222222,23705.74074,0.966019417,0,3,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
602,세상은 돈과 권력,9.525,36800.33333,0.911003236,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
604,소녀의 세계,9.976462585,42570.97959,0.998381877,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
606,스위트홈,9.978285714,37667.25714,0.998381877,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
608,스피릿 핑거스,9.979299363,45132.35032,0.998381877,0,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
610,식스틴,9.867,10996.9,0.982200647,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
612,신과함께 (재),9.983247863,34165.65812,0.998381877,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
614,신도림,9.973829787,12720.02128,0.996763754,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
616,신석기녀,9.962083333,20464.04167,0.995145631,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
618,신암행어사,9.961363636,16042.55682,0.995145631,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
624,신의 언어,9.944258373,9847.382775,0.993527508,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
626,신의 탑,9.940935065,56695.55584,0.991909385,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
628,심연의 하늘 시즌5,9.925588235,11026.73529,0.988673139,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
630,씬커,9.763970588,3000.522059,0.970873786,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
632,아기낳는만화,9.81173913,38700.84783,0.970873786,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
636,아르마,9.932,9779.2,0.990291262,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
638,아메리카노 엑소더스,9.532839506,23826.95679,0.894822006,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
640,아테나 컴플렉스,9.91352381,11722.4381,0.980582524,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
642,악마와 계약연애,9.971666667,25213.33333,0.996763754,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
644,"안녕, 대학생",9.910952381,13487.14286,0.980582524,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
646,암흑도시,9.935,13113.5,0.988673139,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,야채호빵의 봄방학,9.98559322,24039.72881,0.998381877,0,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
650,약한영웅,9.835,19952,0.970873786,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
652,어글리후드,9.98,15659.48148,0.998381877,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
654,언덕 위의 제임스,9.92128,9135.768,0.987055016,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
656,언데드,9.961111111,12882.66667,0.991909385,0,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
658,언원티드,9.921428571,15680.73469,0.982200647,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
660,에이머,9.820742049,6709.745583,0.959546926,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
662,에피소드칵테일,9.86253012,9453.485944,0.978964401,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
664,엔드리스,9.9475,12531.75,0.990291262,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,여신강림,9.859,49827.7,0.978964401,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
668,연놈,9.915725191,41286.98473,0.988673139,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
670,연애의 정령,9.965555556,13102.58025,0.995145631,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
672,연애학,9.862352941,8359.607843,0.957928803,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
674,연애혁명,9.892702703,66752.58108,0.980582524,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
676,열대어,9.931777778,3999.955556,0.990291262,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
680,열렙전사,9.95264,11781.008,0.991909385,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
682,열정호구,9.914337349,13917.39759,0.987055016,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
684,옆반의 인어,9.895555556,13163.11111,0.98381877,0,3,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
686,오늘도 사랑스럽개,9.986,49243.02222,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688,오직 나의 주인님,9.967777778,13563.33333,0.991909385,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
690,와장창창! 자취맨,9.84,12559.66667,0.978964401,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
694,완벽하지 않은 키스,9.888,16113,0.978964401,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
696,외모지상주의,9.602526882,69376.52151,0.935275081,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
698,요리GO,9.827647059,10654.17647,0.964401294,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
700,우리 오빠는 아이돌,9.95625,21091.275,0.993527508,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
702,웅이는 배고파,9.7456,8343.78,0.941747573,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,원주민 공포만화,9.927173913,18612,0.988673139,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
706,윈드브레이커,9.961284404,27494.79358,0.995145631,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
708,윌유메리미,9.936302326,21610.88837,0.991909385,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
712,유미의 세포들,9.974919614,30001.93248,0.996763754,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
716,유일무이 로맨스,9.963333333,19157.77778,0.996763754,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
718,은주의 방 2~3부,9.917881356,13517.00847,0.990291262,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
720,이것도 친구라고,9.940434783,20259.36957,0.990291262,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
722,이말년씨리즈 2018,9.650952381,15122.61905,0.779935275,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
726,이상하고 아름다운,9.979166667,22491.93333,0.998381877,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
728,이츠마인,9.906,23930.8,0.987055016,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
730,일진에게 회초리,9.9425,24731.5,0.991909385,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,자판귀,9.954285714,31314.07143,0.993527508,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
734,전자오락수호대,9.977333333,17076.49091,0.996763754,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
736,제로게임,9.976960784,20907.68627,0.996763754,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
738,조선왕조실톡,9.946521739,19794.23913,0.982200647,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
742,조의 영역,9.943269231,36931.67308,0.993527508,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
744,좋아하는 부분,9.928863636,34761.02273,0.987055016,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746,죽음에 관하여 (재),9.9655,37170.25,0.996763754,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
748,진눈깨비 소년,9.964858491,8028.801887,0.996763754,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
750,최강전설 강해효,9.671485944,18931.25703,0.954692557,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
752,칼부림,9.881443299,3440.994845,0.985436893,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
754,쿠베라,9.965511364,24047.88636,0.995145631,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
756,킬더킹,9.649370079,6482.559055,0.919093851,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
759,타인은 지옥이다,9.952962963,22310.96296,0.993527508,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
762,테러맨,9.960272727,16994.98182,0.991909385,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
764,트럼프,9.974769874,21980.00418,0.996763754,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
766,트롤트랩,9.970285714,10241.97143,0.996763754,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
768,특수 영능력 수사반,9.722135231,9693.035587,0.925566343,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
770,팀피닉스,9.939794521,4284.938356,0.993527508,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
772,파도를 찾아라!,9.9744,13138.44,0.996763754,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
774,파우스트 인 러브,9.937619048,10116.19048,0.988673139,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
776,패밀리 사이즈,9.965974359,9344.764103,0.996763754,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
780,퍼스트 미션,9.97530303,10100.39394,0.996763754,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
782,펀브로커,9.8825,10848.5,0.985436893,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
784,평범한 8반,9.949315068,32394.03653,0.993527508,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
786,푸른사막 아아루,9.960566038,6024.245283,0.993527508,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
788,프리드로우,9.94059322,49288.5678,0.991909385,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
790,피플,9.92,6617.25,0.987055016,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
792,하나의 하루,9.940909091,15637.52727,0.991909385,0,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
794,하드캐리,9.7775,13517.75,0.959546926,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
796,하루 3컷,9.908647574,12548.57359,0.987055016,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
808,하르모니아,9.921,12705.4,0.988673139,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
810,하이브3,9.971512605,25965,0.996763754,0,6,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
812,허니허니 웨딩,9.88509434,16729.62264,0.980582524,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
814,혈투,9.031666667,17676,0.902912621,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
816,호랑이형님,9.980931677,28742.31056,0.998381877,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
818,호랭총각,9.901376812,4953.458333,0.985436893,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
820,호러와 로맨스,9.923333333,15258.83333,0.988673139,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
822,홍시는 날 좋아해!,9.957037037,21429.2963,0.993527508,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,홍차리브레,9.973043478,11477.56522,0.996763754,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
826,화장 지워주는 남자,9.706666667,27572.83333,0.936893204,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,환상적인 소년,9.986315789,15422.15789,0.998381877,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
830,환생동물학교,9.98775,23254,0.998381877,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
832,황금의 핸드메이커,9.895,10675.5,0.978964401,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
834,히어로메이커,9.956742301,5012.583468,0.995145631,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
